bulan,tahun,kode_trayek,trayek,jumlah_penumpang,jenis
Mei ,2019,JAK-32,PETUKANGAN - LEBAK BULUS,128.768, ANGKUTAN INTEGRASI BUS KECIL 
Juni,2019,JAK-32,PETUKANGAN - LEBAK BULUS,109.894, ANGKUTAN INTEGRASI BUS KECIL 
Juli,2019,JAK-32,PETUKANGAN - LEBAK BULUS,147.688, ANGKUTAN INTEGRASI BUS KECIL 
Agustus,2019,JAK-32,PETUKANGAN - LEBAK BULUS,163.368, ANGKUTAN INTEGRASI BUS KECIL 
September,2019,JAK-32,PETUKANGAN - LEBAK BULUS,166.305, ANGKUTAN INTEGRASI BUS KECIL 
Oktober,2019,JAK-32,PETUKANGAN - LEBAK BULUS,166.305, ANGKUTAN INTEGRASI BUS KECIL 
November,2019,JAK-32,PETUKANGAN - LEBAK BULUS,181.242, ANGKUTAN INTEGRASI BUS KECIL 
Desember,2019,JAK-32,PETUKANGAN - LEBAK BULUS,"172,965", ANGKUTAN INTEGRASI BUS KECIL 
Januari,2019,JAK-33,PULO GADUNG - KOTA,34171, ANGKUTAN INTEGRASI BUS KECIL 
Februari,2019,JAK-33,PULO GADUNG - KOTA,50959, ANGKUTAN INTEGRASI BUS KECIL 
Maret,2019,JAK-33,PULO GADUNG - KOTA,61742, ANGKUTAN INTEGRASI BUS KECIL 
April,2019,JAK-33,PULO GADUNG - KOTA,64536, ANGKUTAN INTEGRASI BUS KECIL 
Mei ,2019,JAK-33,PULO GADUNG - KOTA,61.657, ANGKUTAN INTEGRASI BUS KECIL 
Juni,2019,JAK-33,PULO GADUNG - KOTA,49.437, ANGKUTAN INTEGRASI BUS KECIL 
Juli,2019,JAK-33,PULO GADUNG - KOTA,62.7, ANGKUTAN INTEGRASI BUS KECIL 
Agustus,2019,JAK-33,PULO GADUNG - KOTA,61.398, ANGKUTAN INTEGRASI BUS KECIL 
September,2019,JAK-33,PULO GADUNG - KOTA,60.805, ANGKUTAN INTEGRASI BUS KECIL 
Oktober,2019,JAK-33,PULO GADUNG - KOTA,60.805, ANGKUTAN INTEGRASI BUS KECIL 
November,2019,JAK-33,PULO GADUNG - KOTA,66.053, ANGKUTAN INTEGRASI BUS KECIL 
Desember,2019,JAK-33,PULO GADUNG - KOTA,"65,224", ANGKUTAN INTEGRASI BUS KECIL 
Mei ,2019,JAK-34,RAWAMANGUN - KLENDER,18.788, ANGKUTAN INTEGRASI BUS KECIL 
Juni,2019,JAK-34,RAWAMANGUN - KLENDER,43.972, ANGKUTAN INTEGRASI BUS KECIL 
Juli,2019,JAK-34,RAWAMANGUN - KLENDER,67.201, ANGKUTAN INTEGRASI BUS KECIL 
Agustus,2019,JAK-34,RAWAMANGUN - KLENDER,80.218, ANGKUTAN INTEGRASI BUS KECIL 
September,2019,JAK-34,RAWAMANGUN - KLENDER,86.5, ANGKUTAN INTEGRASI BUS KECIL 
Oktober,2019,JAK-34,RAWAMANGUN - KLENDER,86.5, ANGKUTAN INTEGRASI BUS KECIL 
November,2019,JAK-34,RAWAMANGUN - KLENDER,101.746, ANGKUTAN INTEGRASI BUS KECIL 
Desember,2019,JAK-34,RAWAMANGUN - KLENDER,"101,696", ANGKUTAN INTEGRASI BUS KECIL 
Desember,2019,JAK-35,RAWAMANGUN - PANGKALAN JATI,248, ANGKUTAN INTEGRASI BUS KECIL 
Agustus,2019,JAK-36,CILANGKAP - CILILITAN,44.629, ANGKUTAN INTEGRASI BUS KECIL 
September,2019,JAK-36,CILANGKAP - CILILITAN,109.654, ANGKUTAN INTEGRASI BUS KECIL 
Oktober,2019,JAK-36,CILANGKAP - CILILITAN,109.654, ANGKUTAN INTEGRASI BUS KECIL 
November,2019,JAK-36,CILANGKAP - CILILITAN,148.565, ANGKUTAN INTEGRASI BUS KECIL 
Desember,2019,JAK-36,CILANGKAP - CILILITAN,"145,216", ANGKUTAN INTEGRASI BUS KECIL 
Januari,2019,JAK-37,CILILITAN - CONDET VIA KAYU MANIS,34022, ANGKUTAN INTEGRASI BUS KECIL 
Februari,2019,JAK-37,CILILITAN - CONDET VIA KAYU MANIS,80633, ANGKUTAN INTEGRASI BUS KECIL 
Maret,2019,JAK-37,CILILITAN - CONDET VIA KAYU MANIS,120507, ANGKUTAN INTEGRASI BUS KECIL 
April,2019,JAK-37,CILILITAN - CONDET VIA KAYU MANIS,113454, ANGKUTAN INTEGRASI BUS KECIL 
Mei ,2019,JAK-37,CILILITAN - CONDET VIA KAYU MANIS,114.06, ANGKUTAN INTEGRASI BUS KECIL 
Juni,2019,JAK-37,CILILITAN - CONDET VIA KAYU MANIS,103.752, ANGKUTAN INTEGRASI BUS KECIL 
Juli,2019,JAK-37,CILILITAN - CONDET VIA KAYU MANIS,136.511, ANGKUTAN INTEGRASI BUS KECIL 
Agustus,2019,JAK-37,CILILITAN - CONDET VIA KAYU MANIS,147.135, ANGKUTAN INTEGRASI BUS KECIL 
September,2019,JAK-37,CILILITAN - CONDET VIA KAYU MANIS,149.179, ANGKUTAN INTEGRASI BUS KECIL 
Oktober,2019,JAK-37,CILILITAN - CONDET VIA KAYU MANIS,149.179, ANGKUTAN INTEGRASI BUS KECIL 
November,2019,JAK-37,CILILITAN - CONDET VIA KAYU MANIS,141.777, ANGKUTAN INTEGRASI BUS KECIL 
Desember,2019,JAK-37,CILILITAN - CONDET VIA KAYU MANIS,"141,083", ANGKUTAN INTEGRASI BUS KECIL 
Juni,2019,JAK-38,KAMPUNG RAMBUTAN - BULAK RINGIN,12.391, ANGKUTAN INTEGRASI BUS KECIL 
Juli,2019,JAK-38,KAMPUNG RAMBUTAN - BULAK RINGIN,76.616, ANGKUTAN INTEGRASI BUS KECIL 
Agustus,2019,JAK-38,KAMPUNG RAMBUTAN - BULAK RINGIN,104.364, ANGKUTAN INTEGRASI BUS KECIL 
September,2019,JAK-38,BULAK RINGIN - KAMPUNG RAMBUTAN,110.509, ANGKUTAN INTEGRASI BUS KECIL 
Oktober,2019,JAK-38,BULAK RINGIN - KAMPUNG RAMBUTAN,110.509, ANGKUTAN INTEGRASI BUS KECIL 
November,2019,JAK-38,BULAK RINGIN - KAMPUNG RAMBUTAN,125.348, ANGKUTAN INTEGRASI BUS KECIL 
Desember,2019,JAK-38,BULAK RINGIN - KAMPUNG RAMBUTAN,"111,347", ANGKUTAN INTEGRASI BUS KECIL 
Juni,2019,JAK-39,KALIMALANG - RAWAMANGUN,1.9, ANGKUTAN INTEGRASI BUS KECIL 
Juli,2019,JAK-39,KALIMALANG - RAWAMANGUN,59.203, ANGKUTAN INTEGRASI BUS KECIL 
Agustus,2019,JAK-39,KALIMALANG - RAWAMANGUN,70.958, ANGKUTAN INTEGRASI BUS KECIL 
September,2019,JAK-39,DUREN SAWIT - KALIMALANG,81.094, ANGKUTAN INTEGRASI BUS KECIL 
Oktober,2019,JAK-39,DUREN SAWIT - KALIMALANG,81.094, ANGKUTAN INTEGRASI BUS KECIL 
November,2019,JAK-39,DUREN SAWIT - KALIMALANG,91.457, ANGKUTAN INTEGRASI BUS KECIL 
Desember,2019,JAK-39,DUREN SAWIT - KALIMALANG,"91,071", ANGKUTAN INTEGRASI BUS KECIL 
Juli,2019,JAK-40,TAMAN HARAPAN BARU - PULOGEBANG,11.23, ANGKUTAN INTEGRASI BUS KECIL 
Agustus,2019,JAK-40,TAMAN HARAPAN BARU - PULOGEBANG,41.327, ANGKUTAN INTEGRASI BUS KECIL 
September,2019,JAK-40,PULOGEBANG - TAMAN HARAPAN BARU,58.206, ANGKUTAN INTEGRASI BUS KECIL 
Oktober,2019,JAK-40,PULOGEBANG - TAMAN HARAPAN BARU,58.206, ANGKUTAN INTEGRASI BUS KECIL 
November,2019,JAK-40,PULOGEBANG - TAMAN HARAPAN BARU,64.408, ANGKUTAN INTEGRASI BUS KECIL 
Desember,2019,JAK-40,PULOGEBANG - TAMAN HARAPAN BARU,"63,107", ANGKUTAN INTEGRASI BUS KECIL 
Desember,2019,JAK-41,KAMPUNG MELAYU - PULOGEBANG,"6,902", ANGKUTAN INTEGRASI BUS KECIL 
Oktober,2019,JAK-42,PONDOK KELAPA - KAMPUNG MELAYU,0, ANGKUTAN INTEGRASI BUS KECIL 
November,2019,JAK-42,PONDOK KELAPA - KAMPUNG MELAYU,4.381, ANGKUTAN INTEGRASI BUS KECIL 
Desember,2019,JAK-42,PONDOK KELAPA - KAMPUNG MELAYU,"49,35", ANGKUTAN INTEGRASI BUS KECIL 
November,2019,JAK-43,TONGTEK - CILILTAN,0, ANGKUTAN INTEGRASI BUS KECIL 
Desember,2019,JAK-43,TONGTEK - CILILTAN,"34,471", ANGKUTAN INTEGRASI BUS KECIL 
April,2019,JAK-44,LENTENG ANGGUNG - ANDARA,12357, ANGKUTAN INTEGRASI BUS KECIL 
Mei ,2019,JAK-44,LENTENG ANGGUNG - ANDARA,71.521, ANGKUTAN INTEGRASI BUS KECIL 
Juni,2019,JAK-44,LENTENG ANGGUNG - ANDARA,63.086, ANGKUTAN INTEGRASI BUS KECIL 
Juli,2019,JAK-44,LENTENG ANGGUNG - ANDARA,69.698, ANGKUTAN INTEGRASI BUS KECIL 
Agustus,2019,JAK-44,LENTENG ANGGUNG - ANDARA,81.182, ANGKUTAN INTEGRASI BUS KECIL 
September,2019,JAK-44,ANDARA - LENTENG AGUNG,89.52, ANGKUTAN INTEGRASI BUS KECIL 
Oktober,2019,JAK-44,ANDARA - LENTENG AGUNG,89.52, ANGKUTAN INTEGRASI BUS KECIL 
November,2019,JAK-44,ANDARA - LENTENG AGUNG,95.523, ANGKUTAN INTEGRASI BUS KECIL 
Desember,2019,JAK-44,ANDARA - LENTENG AGUNG,"88,543", ANGKUTAN INTEGRASI BUS KECIL 
Februari,2019,JAK-45,LEBAK BULUS-RAGUNAN,3039, ANGKUTAN INTEGRASI BUS KECIL 
Maret,2019,JAK-45,LEBAK BULUS-RAGUNAN,78309, ANGKUTAN INTEGRASI BUS KECIL 
April,2019,JAK-45,LEBAK BULUS-RAGUNAN,91575, ANGKUTAN INTEGRASI BUS KECIL 
Mei ,2019,JAK-45,LEBAK BULUS-RAGUNAN,96.794, ANGKUTAN INTEGRASI BUS KECIL 
Juni,2019,JAK-45,LEBAK BULUS-RAGUNAN,87.887, ANGKUTAN INTEGRASI BUS KECIL 
Juli,2019,JAK-45,LEBAK BULUS-RAGUNAN,108.499, ANGKUTAN INTEGRASI BUS KECIL 
Agustus,2019,JAK-45,LEBAK BULUS-RAGUNAN,118.005, ANGKUTAN INTEGRASI BUS KECIL 
September,2019,JAK-45,LEBAK BULUS - RAGUNAN,119.089, ANGKUTAN INTEGRASI BUS KECIL 
Oktober,2019,JAK-45,LEBAK BULUS - RAGUNAN,119.089, ANGKUTAN INTEGRASI BUS KECIL 
November,2019,JAK-45,LEBAK BULUS - RAGUNAN,126.875, ANGKUTAN INTEGRASI BUS KECIL 
Desember,2019,JAK-45,LEBAK BULUS - RAGUNAN,"110,838", ANGKUTAN INTEGRASI BUS KECIL 
Desember,2019,JAK-46,KAMPUNG MELAYU - RAGUNAN,"37,033", ANGKUTAN INTEGRASI BUS KECIL 
Juli,2019,JAK-47,PASAR MINGGGU-CIGANJUR,9.626, ANGKUTAN INTEGRASI BUS KECIL 
Agustus,2019,JAK-47,PASAR MINGGGU-CIGANJUR,55.397, ANGKUTAN INTEGRASI BUS KECIL 
September,2019,JAK-47,PASAR MINGGU - CIGANJUR,75.798, ANGKUTAN INTEGRASI BUS KECIL 
Oktober,2019,JAK-47,PASAR MINGGU - CIGANJUR,75.798, ANGKUTAN INTEGRASI BUS KECIL 
November,2019,JAK-47,PASAR MINGGU - CIGANJUR,97.308, ANGKUTAN INTEGRASI BUS KECIL 
Desember,2019,JAK-47,PASAR MINGGU - CIGANJUR,"86,469", ANGKUTAN INTEGRASI BUS KECIL 
November,2019,JAK-49,LEBAK BULUS - CIPULIR,0, ANGKUTAN INTEGRASI BUS KECIL 
Desember,2019,JAK-49,LEBAK BULUS - CIPULIR,"25,517", ANGKUTAN INTEGRASI BUS KECIL 
Maret,2019,JAK-50,KALIDERES - PURIKEMBANGAN,35633, ANGKUTAN INTEGRASI BUS KECIL 
April,2019,JAK-50,KALIDERES - PURIKEMBANGAN,51962, ANGKUTAN INTEGRASI BUS KECIL 
Mei ,2019,JAK-50,KALIDERES - PURIKEMBANGAN,64.714, ANGKUTAN INTEGRASI BUS KECIL 
Juni,2019,JAK-50,KALIDERES - PURIKEMBANGAN,58.431, ANGKUTAN INTEGRASI BUS KECIL 
Juli,2019,JAK-50,KALIDERES - PURIKEMBANGAN,84.704, ANGKUTAN INTEGRASI BUS KECIL 
Agustus,2019,JAK-50,KALIDERES - PURIKEMBANGAN,101.913, ANGKUTAN INTEGRASI BUS KECIL 
September,2019,JAK-50,KALIDERES - PURI KEMBANGAN,101.168, ANGKUTAN INTEGRASI BUS KECIL 
Oktober,2019,JAK-50,KALIDERES - PURI KEMBANGAN,101.168, ANGKUTAN INTEGRASI BUS KECIL 
November,2019,JAK-50,KALIDERES - PURI KEMBANGAN,107.291, ANGKUTAN INTEGRASI BUS KECIL 
Desember,2019,JAK-50,KALIDERES - PURI KEMBANGAN,"103,029", ANGKUTAN INTEGRASI BUS KECIL 
Maret,2019,JAK-51,TAMAN KOTA - BUDI LUHUR,85194, ANGKUTAN INTEGRASI BUS KECIL 
April,2019,JAK-51,TAMAN KOTA - BUDI LUHUR,98377, ANGKUTAN INTEGRASI BUS KECIL 
Mei ,2019,JAK-51,TAMAN KOTA - BUDI LUHUR,107.829, ANGKUTAN INTEGRASI BUS KECIL 
Juni,2019,JAK-51,TAMAN KOTA - BUDI LUHUR,95.339, ANGKUTAN INTEGRASI BUS KECIL 
Juli,2019,JAK-51,TAMAN KOTA - BUDI LUHUR,164.212, ANGKUTAN INTEGRASI BUS KECIL 
Agustus,2019,JAK-51,TAMAN KOTA - BUDI LUHUR,195.44, ANGKUTAN INTEGRASI BUS KECIL 
September,2019,JAK-51,TAMAN KOTA - BUDI LUHUR,209.954, ANGKUTAN INTEGRASI BUS KECIL 
Oktober,2019,JAK-51,TAMAN KOTA - BUDI LUHUR,209.954, ANGKUTAN INTEGRASI BUS KECIL 
November,2019,JAK-51,TAMAN KOTA - BUDI LUHUR,232.669, ANGKUTAN INTEGRASI BUS KECIL 
Desember,2019,JAK-51,TAMAN KOTA - BUDI LUHUR,"198,177", ANGKUTAN INTEGRASI BUS KECIL 
November,2019,JAK-52,KALIDERES - ANGKE,0, ANGKUTAN INTEGRASI BUS KECIL 
Desember,2019,JAK-52,KALIDERES - ANGKE,"30,035", ANGKUTAN INTEGRASI BUS KECIL 
Desember,2019,JAK-53,GROGOL - PENGUMBEN,"4,883", ANGKUTAN INTEGRASI BUS KECIL 
November,2019,JAK-54,GROGOL - BENHIL,0, ANGKUTAN INTEGRASI BUS KECIL 
Desember,2019,JAK-54,GROGOL - BENHIL,"32,843", ANGKUTAN INTEGRASI BUS KECIL 
Mei ,2019,JAK-56,GROGOL - SRENGSENG,576, ANGKUTAN INTEGRASI BUS KECIL 
Juni,2019,JAK-56,GROGOL - SRENGSENG,9.733, ANGKUTAN INTEGRASI BUS KECIL 
Juli,2019,JAK-56,GROGOL - SRENGSENG,16.47, ANGKUTAN INTEGRASI BUS KECIL 
Agustus,2019,JAK-56,GROGOL - SRENGSENG,36.143, ANGKUTAN INTEGRASI BUS KECIL 
September,2019,JAK-56,GROGOL - SRENGSENG,48.756, ANGKUTAN INTEGRASI BUS KECIL 
Oktober,2019,JAK-56,GROGOL - SRENGSENG,48.756, ANGKUTAN INTEGRASI BUS KECIL 
November,2019,JAK-56,GROGOL - SRENGSENG,60.082, ANGKUTAN INTEGRASI BUS KECIL 
Desember,2019,JAK-56,GROGOL - SRENGSENG,"68,294", ANGKUTAN INTEGRASI BUS KECIL 
April,2019,JAK-58,ISLAMIC - ROROTAN,60939, ANGKUTAN INTEGRASI BUS KECIL 
Mei ,2019,JAK-58,ISLAMIC - ROROTAN,69.439, ANGKUTAN INTEGRASI BUS KECIL 
Juni,2019,JAK-58,ISLAMIC - ROROTAN,68.442, ANGKUTAN INTEGRASI BUS KECIL 
Juli,2019,JAK-58,ISLAMIC - ROROTAN,88.98, ANGKUTAN INTEGRASI BUS KECIL 
Agustus,2019,JAK-58,ISLAMIC - ROROTAN,104.166, ANGKUTAN INTEGRASI BUS KECIL 
September,2019,JAK-58,CILINCING - ROROTAN,114.797, ANGKUTAN INTEGRASI BUS KECIL 
Oktober,2019,JAK-58,CILINCING - ROROTAN,114.797, ANGKUTAN INTEGRASI BUS KECIL 
November,2019,JAK-58,CILINCING - ROROTAN,133.076, ANGKUTAN INTEGRASI BUS KECIL 
Desember,2019,JAK-58,CILINCING - ROROTAN,"143,852", ANGKUTAN INTEGRASI BUS KECIL 
April,2019,JAK-59,RAWAMANGUN-RAWASENGON,87.98, ANGKUTAN INTEGRASI BUS KECIL 
Mei ,2019,JAK-59,RAWAMANGUN-RAWASENGON,90.675, ANGKUTAN INTEGRASI BUS KECIL 
Juni,2019,JAK-59,RAWAMANGUN-RAWASENGON,82.053, ANGKUTAN INTEGRASI BUS KECIL 
Juli,2019,JAK-59,RAWAMANGUN-RAWASENGON,111.347, ANGKUTAN INTEGRASI BUS KECIL 
Agustus,2019,JAK-59,RAWAMANGUN-RAWASENGON,119.78, ANGKUTAN INTEGRASI BUS KECIL 
September,2019,JAK-59,RAWASENGON - RAWAMANGUN,127.911, ANGKUTAN INTEGRASI BUS KECIL 
Oktober,2019,JAK-59,RAWASENGON - RAWAMANGUN,127.911, ANGKUTAN INTEGRASI BUS KECIL 
November,2019,JAK-59,RAWASENGON - RAWAMANGUN,143.444, ANGKUTAN INTEGRASI BUS KECIL 
Desember,2019,JAK-59,RAWASENGON - RAWAMANGUN,"156,543", ANGKUTAN INTEGRASI BUS KECIL 
Mei ,2019,JAK-60,KELAPA GADING - RUSUN KEMAYORAN,918, ANGKUTAN INTEGRASI BUS KECIL 
Juni,2019,JAK-60,KELAPA GADING - RUSUN KEMAYORAN,26.38, ANGKUTAN INTEGRASI BUS KECIL 
Juli,2019,JAK-60,KELAPA GADING - RUSUN KEMAYORAN,45.208, ANGKUTAN INTEGRASI BUS KECIL 
Agustus,2019,JAK-60,KELAPA GADING - RUSUN KEMAYORAN,61.825, ANGKUTAN INTEGRASI BUS KECIL 
September,2019,JAK-60,KELAPA GADING - RUSUN KEMAYORAN,76.369, ANGKUTAN INTEGRASI BUS KECIL 
Oktober,2019,JAK-60,KELAPA GADING - RUSUN KEMAYORAN,76.369, ANGKUTAN INTEGRASI BUS KECIL 
November,2019,JAK-60,KELAPA GADING - RUSUN KEMAYORAN,96.72, ANGKUTAN INTEGRASI BUS KECIL 
Desember,2019,JAK-60,KELAPA GADING - RUSUN KEMAYORAN,"107,059", ANGKUTAN INTEGRASI BUS KECIL 
April,2019,JAK-61,PULOGADUNG-CEMPAKA MAS,30322, ANGKUTAN INTEGRASI BUS KECIL 
Mei ,2019,JAK-61,PULOGADUNG-CEMPAKA MAS,38.729, ANGKUTAN INTEGRASI BUS KECIL 
Juni,2019,JAK-61,PULOGADUNG-CEMPAKA MAS,41.925, ANGKUTAN INTEGRASI BUS KECIL 
Juli,2019,JAK-61,PULOGADUNG-CEMPAKA MAS,52.207, ANGKUTAN INTEGRASI BUS KECIL 
Agustus,2019,JAK-61,PULOGADUNG-CEMPAKA MAS,57.729, ANGKUTAN INTEGRASI BUS KECIL 
September,2019,JAK-61,PULOGADUNG - CEMPAKA PUTIH,60.777, ANGKUTAN INTEGRASI BUS KECIL 
Oktober,2019,JAK-61,PULOGADUNG - CEMPAKA PUTIH,60.777, ANGKUTAN INTEGRASI BUS KECIL 
November,2019,JAK-61,PULOGADUNG - CEMPAKA PUTIH,67.136, ANGKUTAN INTEGRASI BUS KECIL 
Desember,2019,JAK-61,PULOGADUNG - CEMPAKA PUTIH,"66,726", ANGKUTAN INTEGRASI BUS KECIL 
September,2019,JAK-64,LENTENG AGUNG - ASELI,7.784, ANGKUTAN INTEGRASI BUS KECIL 
Oktober,2019,JAK-64,LENTENG AGUNG - ASELI,7.784, ANGKUTAN INTEGRASI BUS KECIL 
November,2019,JAK-64,LENTENG AGUNG - ASELI,86.996, ANGKUTAN INTEGRASI BUS KECIL 
Desember,2019,JAK-64,LENTENG AGUNG - ASELI,"84,823", ANGKUTAN INTEGRASI BUS KECIL 
Desember,2019,JAK-71,KAMPUNG RAMBUTAN - PINANG RANTI,"5,936", ANGKUTAN INTEGRASI BUS KECIL 
Agustus,2019,JAK-72,CILANGKAP - CILILITAN,82.541, ANGKUTAN INTEGRASI BUS KECIL 
September,2019,JAK-72,KAMPUNG RAMBUTAN - PASAR REBO VIA PONCOL,152.794, ANGKUTAN INTEGRASI BUS KECIL 
Oktober,2019,JAK-72,KAMPUNG RAMBUTAN - PASAR REBO VIA PONCOL,152.794, ANGKUTAN INTEGRASI BUS KECIL 
November,2019,JAK-72,KAMPUNG RAMBUTAN - PASAR REBO VIA PONCOL,183.598, ANGKUTAN INTEGRASI BUS KECIL 
Desember,2019,JAK-72,KAMPUNG RAMBUTAN - PASAR REBO VIA PONCOL,"182,312", ANGKUTAN INTEGRASI BUS KECIL 
November,2019,JAK-73,CIBUBUR - JAMBORE,0, ANGKUTAN INTEGRASI BUS KECIL 
Desember,2019,JAK-73,CIBUBUR - JAMBORE,"107,075", ANGKUTAN INTEGRASI BUS KECIL 
November,2019,JAK-74,RAWAMANGUN - CIPINANG,0, ANGKUTAN INTEGRASI BUS KECIL 
Desember,2019,JAK-74,RAWAMANGUN - CIPINANG,"44,226", ANGKUTAN INTEGRASI BUS KECIL 
September,2019,JAK-75,CILILITAN - KAMPUNG PULO,30.653, ANGKUTAN INTEGRASI BUS KECIL 
Oktober,2019,JAK-75,CILILITAN - KAMPUNG PULO,30.653, ANGKUTAN INTEGRASI BUS KECIL 
November,2019,JAK-75,CILILITAN - KAMPUNG PULO,94.199, ANGKUTAN INTEGRASI BUS KECIL 
Desember,2019,JAK-75,CILILITAN - KAMPUNG PULO,"99,861", ANGKUTAN INTEGRASI BUS KECIL 
Juni,2019,JAK-77,TANJUNG PRIOK-JEMBATAN ITEM,4.494, ANGKUTAN INTEGRASI BUS KECIL 
Juli,2019,JAK-77,TANJUNG PRIOK-JEMBATAN ITEM,34.986, ANGKUTAN INTEGRASI BUS KECIL 
Agustus,2019,JAK-77,TANJUNG PRIOK-JEMBATAN ITEM,56.182, ANGKUTAN INTEGRASI BUS KECIL 
September,2019,JAK-77,TANJUNG PRIOK - JEMBATAN HITAM,74.05, ANGKUTAN INTEGRASI BUS KECIL 
Oktober,2019,JAK-77,TANJUNG PRIOK - JEMBATAN HITAM,74.05, ANGKUTAN INTEGRASI BUS KECIL 
November,2019,JAK-77,TANJUNG PRIOK - JEMBATAN HITAM,90.669, ANGKUTAN INTEGRASI BUS KECIL 
Desember,2019,JAK-77,TANJUNG PRIOK - JEMBATAN HITAM,"89,515", ANGKUTAN INTEGRASI BUS KECIL 
November,2019,JAK-80,RAWA BUAYA - RAWA KOMPENI,0, ANGKUTAN INTEGRASI BUS KECIL 
Desember,2019,JAK-80,RAWA BUAYA - RAWA KOMPENI,"89,624", ANGKUTAN INTEGRASI BUS KECIL 
November,2019,JAK-84,KAMPUNG MELAYU - KAPIN RAYA,0, ANGKUTAN INTEGRASI BUS KECIL 
Desember,2019,JAK-84,KAMPUNG MELAYU - KAPIN RAYA,"22,973", ANGKUTAN INTEGRASI BUS KECIL 
Desember,2019,JAK-85,BINTARA - CIPINANG INDAH,"4,092", ANGKUTAN INTEGRASI BUS KECIL 
Desember,2019,JAK-112,TANAH MERAH - PULOGADUNG,596, ANGKUTAN INTEGRASI BUS KECIL 
Desember,2019,JAK-117,TANJUNG PRIOK - TANAH MERDEKA,"6,218", ANGKUTAN INTEGRASI BUS KECIL 
Januari,2019,,CIBUBUR - KOTA,2854,ANGKUTAN EKSEKUTIF ROYAL TRANS 
Januari,2019,,CIBUBUR - KUNINGAN,3891,ANGKUTAN EKSEKUTIF ROYAL TRANS 
Maret,2019,,CIBUBUR - KOTA,6724,ANGKUTAN EKSEKUTIF ROYAL TRANS 
Maret,2019,,CIBUBUR - KUNINGAN,7318,ANGKUTAN EKSEKUTIF ROYAL TRANS 
April,2019,1K,CIBUBUR JUNCTION - BLOK M,11258,ANGKUTAN EKSEKUTIF ROYAL TRANS 
Mei ,2019,1K,CIBUBUR JUNCTION - BLOK M,11.521,ANGKUTAN EKSEKUTIF ROYAL TRANS 
Juli,2019,1K,CIBUBUR JUNCTION - BLOK M,19.62,ANGKUTAN EKSEKUTIF ROYAL TRANS 
April,2019,1T,CIBUBUR - KOTA,7937,ANGKUTAN EKSEKUTIF ROYAL TRANS 
Mei ,2019,1T,CIBUBUR - KOTA,9.425,ANGKUTAN EKSEKUTIF ROYAL TRANS 
Juni,2019,1T,CIBUBUR - KOTA,8.93,ANGKUTAN EKSEKUTIF ROYAL TRANS 
Juli,2019,1T,CIBUBUR - KOTA,16.6,ANGKUTAN EKSEKUTIF ROYAL TRANS 
Juli,2019,1U,TAMAN MINI - BALAI KOTA,4.971,ANGKUTAN EKSEKUTIF ROYAL TRANS 
Juni,2019,6P,CIBUBUR - KUNINGAN,9.132,ANGKUTAN EKSEKUTIF ROYAL TRANS 
Juli,2019,6P,CIBUBUR - KUNINGAN,16.129,ANGKUTAN EKSEKUTIF ROYAL TRANS 
Juli,2019,B13,BEKASI BARAT - BLOK M,20.112,ANGKUTAN EKSEKUTIF ROYAL TRANS 
Juli,2019,B14,BEKASI BARAT - KUNINGAN,16.702,ANGKUTAN EKSEKUTIF ROYAL TRANS 
Juli,2019,B15,JATI BENING - BLOK M,4.647,ANGKUTAN EKSEKUTIF ROYAL TRANS 
Juli,2019,B16,JATI BENING - KUNINGAN,1.251,ANGKUTAN EKSEKUTIF ROYAL TRANS 
Februari,2019,B22,BEKASI TIMUR - PASAR BARU,45386,ANGKUTAN EKSEKUTIF ROYAL TRANS 
Februari,2019,B23,BEKASI TIMUR - TEBET,920,ANGKUTAN EKSEKUTIF ROYAL TRANS 
Juli,2019,B23,BEKASI TIMUR - TEBET,1.049,ANGKUTAN EKSEKUTIF ROYAL TRANS 
Juli,2019,B24,BEKASI TIMUR - KALIDERES,5.349,ANGKUTAN EKSEKUTIF ROYAL TRANS 
Februari,2019,CKN,CIBUBUR - KUNINGAN,4886,ANGKUTAN EKSEKUTIF ROYAL TRANS 
Februari,2019,CKT,CIBUBUR - KOTA,4316,ANGKUTAN EKSEKUTIF ROYAL TRANS 
Juli,2019,D31,CINERE - KUNINGAN,1.886,ANGKUTAN EKSEKUTIF ROYAL TRANS 
Juli,2019,S12,BSD - BUNDERAN SENAYAN,15.502,ANGKUTAN EKSEKUTIF ROYAL TRANS 
Juli,2019,S31,BINTARO - BLOK M VIA JORR,13.621,ANGKUTAN EKSEKUTIF ROYAL TRANS 
Agustus,2019,1K,CIBUBUR JUNCTION - BLOK M,19.359, ANGKUTAN EKSEKUTIF ROYAL TRANS 
September,2019,1K,CIBUBUR JUNCTION - BLOK M,19.471, ANGKUTAN EKSEKUTIF ROYAL TRANS 
Oktober,2019,1K,CIBUBUR JUNCTION - BLOK M,19.471, ANGKUTAN EKSEKUTIF ROYAL TRANS 
November,2019,1K,CIBUBUR JUNCTION - BLOK M,21.326, ANGKUTAN EKSEKUTIF ROYAL TRANS 
Desember,2019,1K,CIBUBUR JUNCTION - BLOK M,"18,061", ANGKUTAN EKSEKUTIF ROYAL TRANS 
Agustus,2019,1T,CIBUBUR - KOTA,15.719, ANGKUTAN EKSEKUTIF ROYAL TRANS 
September,2019,1T,CIBUBUR - KOTA,15.968, ANGKUTAN EKSEKUTIF ROYAL TRANS 
